Customer_ID,Age_Group,Gender,Recommended_Products,Promotion_Applied
CUST_0186,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0187,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0188,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0189,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0190,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0191,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0192,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0193,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0194,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0195,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0196,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0197,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0198,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0199,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0200,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0201,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0202,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0203,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0204,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0205,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0206,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0207,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0208,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0209,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0210,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0211,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0212,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0213,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0214,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0215,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0216,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0217,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0218,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0219,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0220,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0221,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0222,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0223,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0224,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0225,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0226,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0227,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0228,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0229,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0230,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0231,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0232,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0233,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0234,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0235,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0236,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0237,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0238,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0239,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0240,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0241,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0242,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0243,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0244,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0245,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0246,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0247,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0248,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0249,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0250,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0251,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0252,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0253,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0254,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0255,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0256,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0257,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0258,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0259,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0260,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0261,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0262,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0263,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0264,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0265,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0266,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0267,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0268,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0269,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0270,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0271,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0272,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0273,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0274,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0275,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0276,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0277,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0278,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0279,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0280,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0281,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0282,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0283,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0284,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0285,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0286,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0287,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0288,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0289,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0290,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0291,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_0292,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0293,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0294,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0295,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0296,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0297,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0298,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0299,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0300,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0301,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0302,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0303,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0304,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0305,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0306,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0307,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0308,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0309,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0310,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0311,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0312,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0313,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0314,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0315,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0316,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0317,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0318,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0319,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0320,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0321,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0322,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0323,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0324,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0325,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0326,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0327,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_0328,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0329,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0330,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0331,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_0332,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0333,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_0334,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0335,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_0336,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0337,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_0338,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_0339,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_0340,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_0341,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
